GrainSize,C,Mn,Si,Ni,Cr,Mo,W,As,V,Cu,t85,HV_total
5.0,0.29,0.91,0.99,0.27,0.98,0.0,0.0,0.0,0.0,0.26,7.376,563.006
7.0,0.28,1.04,0.92,0.28,1.07,0.0,0.0,0.0,0.0,0.25,17.741,541.366
5.0,0.31,1.0,1.01,0.16,1.06,0.0,0.0,0.0,0.0,0.22,3.649,589.041
5.0,0.3,1.01,1.07,0.23,1.01,0.0,0.0,0.0,0.0,0.18,36.364,549.326
6.0,0.33,1.1,0.93,0.16,0.81,0.0,0.0,0.0,0.0,0.28,4.165,601.073
6.0,0.31,1.09,1.03,0.18,0.81,0.0,0.0,0.0,0.0,0.24,7.128,580.675
6.0,0.32,0.89,1.08,0.22,1.04,0.0,0.0,0.0,0.0,0.13,3.032,600.987
5.0,0.3,1.07,1.09,0.27,1.07,0.0,0.0,0.0,0.0,0.13,5.578,580.289
5.0,0.31,0.81,0.94,0.3,1.09,0.0,0.0,0.0,0.0,0.13,4.083,586.245
6.0,0.28,0.92,0.95,0.19,0.92,0.0,0.0,0.0,0.0,0.23,6.972,550.304
7.0,0.28,1.07,0.94,0.12,1.0,0.0,0.0,0.0,0.0,0.24,21.127,527.42
7.0,0.34,1.0,1.12,0.18,0.81,0.0,0.0,0.0,0.0,0.19,14.851,600.32
5.0,0.29,0.95,1.01,0.21,0.86,0.0,0.0,0.0,0.0,0.25,31.348,512.9
6.0,0.33,0.89,1.0,0.18,0.93,0.0,0.0,0.0,0.0,0.17,5.405,600.36
7.0,0.31,1.09,1.12,0.16,1.05,0.0,0.0,0.0,0.0,0.3,84.27,460.5
5.0,0.3,1.08,1.0,0.12,1.05,0.0,0.0,0.0,0.0,0.22,14.5,568.347
7.0,0.34,1.05,1.16,0.11,1.05,0.0,0.0,0.0,0.0,0.26,4.418,617.751
6.0,0.32,1.08,1.09,0.23,0.89,0.0,0.0,0.0,0.0,0.26,8.691,590.886
5.0,0.33,0.99,1.1,0.25,0.94,0.0,0.0,0.0,0.0,0.17,7.312,602.113
7.0,0.33,0.95,1.18,0.29,1.06,0.0,0.0,0.0,0.0,0.28,20.175,595.701
7.0,0.28,0.95,0.93,0.28,1.0,0.0,0.0,0.0,0.0,0.25,9.769,547.848
6.0,0.28,1.05,0.92,0.29,0.94,0.0,0.0,0.0,0.0,0.22,294.118,282.482
5.0,0.32,0.81,1.18,0.12,0.88,0.0,0.0,0.0,0.0,0.3,52.724,410.84
5.0,0.34,0.95,1.19,0.24,0.88,0.0,0.0,0.0,0.0,0.13,32.573,587.091
5.0,0.29,0.81,1.04,0.23,0.86,0.0,0.0,0.0,0.0,0.16,3.549,567.67
7.0,0.32,0.98,1.0,0.3,1.08,0.0,0.0,0.0,0.0,0.25,3.582,598.983
5.0,0.3,0.84,1.19,0.26,0.96,0.0,0.0,0.0,0.0,0.22,3.193,583.692
6.0,0.29,0.96,1.01,0.24,0.83,0.0,0.0,0.0,0.0,0.22,11.128,553.825
7.0,0.32,0.82,0.94,0.12,0.97,0.0,0.0,0.0,0.0,0.15,6.731,588.209
5.0,0.33,0.97,1.07,0.21,0.88,0.0,0.0,0.0,0.0,0.21,6.094,601.469
6.0,0.33,0.82,1.17,0.25,1.04,0.0,0.0,0.0,0.0,0.11,4.161,608.827
7.0,0.33,0.85,1.1,0.22,0.84,0.0,0.0,0.0,0.0,0.25,27.422,523.104
7.0,0.28,0.91,1.09,0.22,0.83,0.0,0.0,0.0,0.0,0.15,25.445,453.245
6.0,0.32,0.94,1.09,0.29,0.88,0.0,0.0,0.0,0.0,0.19,3.555,598.374
7.0,0.32,1.04,0.99,0.24,0.86,0.0,0.0,0.0,0.0,0.22,5.193,592.631
5.0,0.33,0.8,0.99,0.2,0.91,0.0,0.0,0.0,0.0,0.1,24.252,567.784
6.0,0.32,0.91,1.03,0.19,1.09,0.0,0.0,0.0,0.0,0.18,63.025,510.694
5.0,0.29,0.9,1.0,0.22,1.03,0.0,0.0,0.0,0.0,0.24,14.786,554.455
5.0,0.32,0.95,0.93,0.24,1.04,0.0,0.0,0.0,0.0,0.28,3.442,596.628
6.0,0.33,1.0,1.06,0.24,1.08,0.0,0.0,0.0,0.0,0.19,3.266,609.978
5.0,0.29,1.08,1.18,0.16,0.81,0.0,0.0,0.0,0.0,0.17,4.396,571.095
6.0,0.3,0.93,0.99,0.16,0.91,0.0,0.0,0.0,0.0,0.18,13.28,560.236
5.0,0.31,0.94,1.06,0.17,1.08,0.0,0.0,0.0,0.0,0.15,3.17,591.399
5.0,0.31,1.07,1.06,0.29,0.93,0.0,0.0,0.0,0.0,0.24,62.37,529.283
5.0,0.33,0.91,1.08,0.11,1.05,0.0,0.0,0.0,0.0,0.23,7.315,601.334
5.0,0.33,0.99,1.14,0.28,0.86,0.0,0.0,0.0,0.0,0.14,4.55,605.839
6.0,0.31,0.85,1.09,0.26,0.93,0.0,0.0,0.0,0.0,0.28,8.287,581.229
5.0,0.29,1.0,1.13,0.19,0.89,0.0,0.0,0.0,0.0,0.19,5.043,569.14
5.0,0.33,0.83,1.05,0.21,0.83,0.0,0.0,0.0,0.0,0.16,21.85,570.586
7.0,0.3,1.08,1.13,0.28,0.82,0.0,0.0,0.0,0.0,0.2,19.468,555.535
6.0,0.29,0.83,1.05,0.29,0.95,0.0,0.0,0.0,0.0,0.24,7.084,563.465
6.0,0.33,0.81,1.02,0.3,0.99,0.0,0.0,0.0,0.0,0.15,7.057,599.514
7.0,0.34,0.85,1.04,0.27,0.92,0.0,0.0,0.0,0.0,0.25,13.947,600.998
6.0,0.31,0.94,1.15,0.13,1.06,0.0,0.0,0.0,0.0,0.24,4.376,590.257
6.0,0.29,0.89,1.01,0.11,0.93,0.0,0.0,0.0,0.0,0.3,31.283,475.13
6.0,0.32,0.94,1.09,0.18,0.9,0.0,0.0,0.0,0.0,0.16,4.861,594.98
7.0,0.3,0.95,0.99,0.16,0.86,0.0,0.0,0.0,0.0,0.24,4.369,574.866
5.0,0.33,0.8,0.97,0.27,1.01,0.0,0.0,0.0,0.0,0.26,176.471,295.744
6.0,0.3,0.8,1.17,0.2,0.97,0.0,0.0,0.0,0.0,0.26,15.198,554.203
7.0,0.29,0.9,0.92,0.28,1.03,0.0,0.0,0.0,0.0,0.27,4.296,566.801
7.0,0.31,0.8,0.94,0.15,0.88,0.0,0.0,0.0,0.0,0.14,312.5,192.029
5.0,0.28,0.95,1.15,0.12,1.01,0.0,0.0,0.0,0.0,0.14,9.234,555.216
7.0,0.32,0.92,1.02,0.27,0.88,0.0,0.0,0.0,0.0,0.24,5.667,591.889
7.0,0.29,1.1,1.14,0.19,0.94,0.0,0.0,0.0,0.0,0.26,9.077,565.485
7.0,0.33,1.06,1.04,0.21,0.93,0.0,0.0,0.0,0.0,0.26,3.389,607.756
5.0,0.33,0.8,0.91,0.2,0.81,0.0,0.0,0.0,0.0,0.18,3.739,599.158
7.0,0.31,0.86,0.99,0.28,0.96,0.0,0.0,0.0,0.0,0.24,3.268,587.928
5.0,0.31,0.94,0.96,0.1,0.91,0.0,0.0,0.0,0.0,0.22,3.372,585.483
5.0,0.33,0.99,1.04,0.3,0.98,0.0,0.0,0.0,0.0,0.13,18.553,594.577
7.0,0.32,1.09,1.1,0.27,1.07,0.0,0.0,0.0,0.0,0.14,13.593,592.515
7.0,0.31,0.94,0.92,0.17,0.93,0.0,0.0,0.0,0.0,0.12,3.734,584.359
6.0,0.34,0.9,0.93,0.14,1.01,0.0,0.0,0.0,0.0,0.26,4.111,611.448
5.0,0.31,0.94,1.03,0.19,0.83,0.0,0.0,0.0,0.0,0.24,24.174,551.083
6.0,0.28,1.0,1.02,0.27,0.8,0.0,0.0,0.0,0.0,0.26,34.602,463.213
6.0,0.33,1.0,0.98,0.15,1.07,0.0,0.0,0.0,0.0,0.23,3.817,606.163
6.0,0.32,1.05,1.01,0.23,0.83,0.0,0.0,0.0,0.0,0.21,11.556,585.899
6.0,0.28,1.04,0.98,0.21,1.08,0.0,0.0,0.0,0.0,0.11,3.326,563.06
7.0,0.28,1.04,1.16,0.19,1.09,0.0,0.0,0.0,0.0,0.28,8.764,559.026
5.0,0.32,1.02,1.13,0.19,0.84,0.0,0.0,0.0,0.0,0.14,3.853,598.16
5.0,0.33,0.87,1.0,0.28,0.9,0.0,0.0,0.0,0.0,0.27,4.444,602.234
6.0,0.33,0.9,0.95,0.18,0.93,0.0,0.0,0.0,0.0,0.26,3.469,603.145
7.0,0.3,1.02,1.18,0.19,1.09,0.0,0.0,0.0,0.0,0.29,35.461,541.763
5.0,0.3,0.87,1.11,0.18,0.94,0.0,0.0,0.0,0.0,0.27,7.406,574.226
6.0,0.28,0.94,1.13,0.26,0.8,0.0,0.0,0.0,0.0,0.18,6.927,553.986
5.0,0.29,0.91,1.2,0.28,0.93,0.0,0.0,0.0,0.0,0.26,108.696,367.395
7.0,0.28,1.01,0.97,0.18,0.93,0.0,0.0,0.0,0.0,0.14,7.572,550.949
6.0,0.31,0.85,0.96,0.19,0.96,0.0,0.0,0.0,0.0,0.21,4.061,584.325
6.0,0.3,0.99,0.93,0.25,0.81,0.0,0.0,0.0,0.0,0.1,16.694,553.123
7.0,0.29,0.97,1.01,0.19,0.91,0.0,0.0,0.0,0.0,0.11,25.974,506.221
7.0,0.3,1.09,1.09,0.15,0.91,0.0,0.0,0.0,0.0,0.14,15.915,562.122
7.0,0.33,0.86,1.13,0.19,0.94,0.0,0.0,0.0,0.0,0.3,4.701,605.021
6.0,0.33,1.02,1.06,0.23,0.89,0.0,0.0,0.0,0.0,0.12,29.674,578.924
6.0,0.29,0.85,0.93,0.26,1.08,0.0,0.0,0.0,0.0,0.3,6.468,563.442
5.0,0.33,0.85,0.97,0.26,1.02,0.0,0.0,0.0,0.0,0.28,3.224,605.863
5.0,0.28,1.01,1.03,0.17,0.87,0.0,0.0,0.0,0.0,0.16,3.704,559.433
7.0,0.29,0.92,0.93,0.18,1.07,0.0,0.0,0.0,0.0,0.13,3.196,569.817
6.0,0.33,0.83,1.08,0.27,0.93,0.0,0.0,0.0,0.0,0.19,11.655,596.205
7.0,0.33,1.06,1.14,0.16,1.02,0.0,0.0,0.0,0.0,0.17,5.216,606.952
5.0,0.31,1.09,1.09,0.14,1.05,0.0,0.0,0.0,0.0,0.23,4.351,590.259
5.0,0.3,0.92,1.03,0.13,0.91,0.0,0.0,0.0,0.0,0.15,4.064,576.826
7.0,0.29,1.09,1.08,0.23,0.91,0.0,0.0,0.0,0.0,0.14,8.271,564.555
5.0,0.3,0.83,0.92,0.15,1.01,0.0,0.0,0.0,0.0,0.29,4.922,572.896
5.0,0.32,0.99,0.98,0.14,1.09,0.0,0.0,0.0,0.0,0.25,3.571,598.074
5.0,0.31,0.86,0.94,0.14,1.02,0.0,0.0,0.0,0.0,0.11,5.963,580.968
7.0,0.32,1.08,0.97,0.19,1.06,0.0,0.0,0.0,0.0,0.11,8.052,590.744
5.0,0.32,0.99,1.18,0.16,0.83,0.0,0.0,0.0,0.0,0.29,5.474,595.592
7.0,0.3,0.95,0.93,0.28,0.86,0.0,0.0,0.0,0.0,0.22,7.716,567.937
5.0,0.28,0.93,0.91,0.22,0.84,0.0,0.0,0.0,0.0,0.25,9.585,544.395
6.0,0.33,0.96,1.05,0.23,0.86,0.0,0.0,0.0,0.0,0.13,4.352,603.713
6.0,0.32,0.87,0.93,0.25,0.99,0.0,0.0,0.0,0.0,0.16,4.787,592.047
5.0,0.3,0.92,1.11,0.2,0.81,0.0,0.0,0.0,0.0,0.13,4.277,576.9
7.0,0.31,0.95,0.9,0.24,0.97,0.0,0.0,0.0,0.0,0.12,24.252,547.368
5.0,0.32,1.0,0.9,0.19,0.94,0.0,0.0,0.0,0.0,0.19,3.557,594.082
5.0,0.3,1.06,1.01,0.15,1.01,0.0,0.0,0.0,0.0,0.22,3.952,579.249
5.0,0.3,0.98,1.15,0.15,1.09,0.0,0.0,0.0,0.0,0.17,11.07,575.302
5.0,0.3,0.85,1.2,0.19,0.81,0.0,0.0,0.0,0.0,0.13,4.136,579.358
6.0,0.29,0.89,1.17,0.15,0.81,0.0,0.0,0.0,0.0,0.2,6.418,563.845
5.0,0.3,0.98,0.96,0.1,0.95,0.0,0.0,0.0,0.0,0.15,4.24,575.037
5.0,0.29,0.97,0.91,0.16,0.81,0.0,0.0,0.0,0.0,0.27,114.504,312.252
6.0,0.3,1.04,1.09,0.25,1.03,0.0,0.0,0.0,0.0,0.17,3.098,584.502
7.0,0.31,0.93,0.96,0.18,0.99,0.0,0.0,0.0,0.0,0.18,51.546,451.851
6.0,0.3,1.02,1.06,0.26,0.99,0.0,0.0,0.0,0.0,0.13,7.983,574.33
6.0,0.33,0.94,1.19,0.21,0.92,0.0,0.0,0.0,0.0,0.24,5.927,605.247
5.0,0.29,0.85,0.95,0.15,0.89,0.0,0.0,0.0,0.0,0.28,3.437,565.819
6.0,0.29,0.85,0.97,0.24,1.01,0.0,0.0,0.0,0.0,0.29,6.618,563.223
7.0,0.34,1.02,1.08,0.18,1.04,0.0,0.0,0.0,0.0,0.23,6.533,612.145
6.0,0.31,1.01,1.08,0.15,0.88,0.0,0.0,0.0,0.0,0.23,4.155,587.499
6.0,0.28,0.84,0.97,0.23,0.89,0.0,0.0,0.0,0.0,0.17,3.031,559.137
5.0,0.31,0.84,1.07,0.25,1.01,0.0,0.0,0.0,0.0,0.17,15.416,575.025
7.0,0.33,1.03,0.99,0.15,0.95,0.0,0.0,0.0,0.0,0.13,5.399,601.712
6.0,0.3,1.02,1.19,0.25,1.1,0.0,0.0,0.0,0.0,0.16,5.968,582.135
5.0,0.32,0.9,1.17,0.14,1.1,0.0,0.0,0.0,0.0,0.25,4.573,600.105
5.0,0.29,0.93,1.17,0.13,1.06,0.0,0.0,0.0,0.0,0.18,4.577,572.561
5.0,0.29,0.89,1.16,0.25,1.07,0.0,0.0,0.0,0.0,0.23,3.644,575.04
6.0,0.32,1.0,1.1,0.1,1.07,0.0,0.0,0.0,0.0,0.27,15.528,587.873
5.0,0.29,0.85,0.93,0.29,0.92,0.0,0.0,0.0,0.0,0.13,4.916,563.625
6.0,0.3,0.86,1.11,0.22,0.88,0.0,0.0,0.0,0.0,0.29,41.783,439.558
6.0,0.34,1.06,1.19,0.25,0.93,0.0,0.0,0.0,0.0,0.22,8.99,611.45
6.0,0.29,0.87,1.07,0.2,1.08,0.0,0.0,0.0,0.0,0.27,3.835,571.697
5.0,0.29,0.98,1.05,0.27,0.85,0.0,0.0,0.0,0.0,0.11,4.047,568.767
7.0,0.33,0.93,1.12,0.14,0.93,0.0,0.0,0.0,0.0,0.17,20.964,574.733
7.0,0.33,1.02,1.01,0.27,0.91,0.0,0.0,0.0,0.0,0.17,8.375,598.48
7.0,0.32,0.96,1.05,0.28,1.07,0.0,0.0,0.0,0.0,0.22,13.692,588.622
6.0,0.33,1.08,1.08,0.24,0.96,0.0,0.0,0.0,0.0,0.23,26.786,588.705
7.0,0.28,0.91,1.1,0.16,0.84,0.0,0.0,0.0,0.0,0.2,11.429,531.649
7.0,0.34,1.0,1.19,0.12,0.87,0.0,0.0,0.0,0.0,0.18,11.169,608.964
7.0,0.33,0.97,1.2,0.14,0.86,0.0,0.0,0.0,0.0,0.3,19.544,577.651
7.0,0.32,0.92,1.09,0.28,1.06,0.0,0.0,0.0,0.0,0.24,7.255,593.872
6.0,0.3,0.91,0.91,0.12,0.83,0.0,0.0,0.0,0.0,0.11,4.671,570.872
5.0,0.29,0.86,1.06,0.23,0.97,0.0,0.0,0.0,0.0,0.11,208.333,245.683
7.0,0.32,0.89,1.0,0.24,1.02,0.0,0.0,0.0,0.0,0.14,18.975,575.629
5.0,0.32,0.91,0.95,0.19,0.99,0.0,0.0,0.0,0.0,0.13,4.198,593.734
6.0,0.3,0.97,1.0,0.24,0.87,0.0,0.0,0.0,0.0,0.26,4.075,576.204
7.0,0.31,0.93,0.94,0.2,0.8,0.0,0.0,0.0,0.0,0.23,12.831,558.432
5.0,0.31,1.06,1.15,0.16,0.85,0.0,0.0,0.0,0.0,0.22,10.977,580.793
7.0,0.3,0.88,0.99,0.14,1.07,0.0,0.0,0.0,0.0,0.12,21.49,540.016
5.0,0.31,0.9,0.99,0.22,0.84,0.0,0.0,0.0,0.0,0.11,14.388,569.579
6.0,0.32,0.9,1.2,0.24,1.02,0.0,0.0,0.0,0.0,0.3,4.718,600.149
7.0,0.32,0.84,1.18,0.1,0.93,0.0,0.0,0.0,0.0,0.23,3.191,599.958
6.0,0.31,1.02,1.01,0.12,0.93,0.0,0.0,0.0,0.0,0.29,3.3,588.376
5.0,0.28,0.84,1.07,0.2,0.84,0.0,0.0,0.0,0.0,0.15,12.23,536.534
6.0,0.3,0.95,1.18,0.12,1.06,0.0,0.0,0.0,0.0,0.3,14.098,570.101
5.0,0.34,0.81,0.95,0.15,1.02,0.0,0.0,0.0,0.0,0.25,4.829,609.783
7.0,0.33,1.0,1.18,0.1,0.91,0.0,0.0,0.0,0.0,0.24,3.369,609.718
7.0,0.3,1.0,1.01,0.28,1.1,0.0,0.0,0.0,0.0,0.18,3.73,581.584
5.0,0.33,1.01,0.93,0.17,0.84,0.0,0.0,0.0,0.0,0.26,3.631,601.889
6.0,0.32,1.03,0.96,0.28,1.09,0.0,0.0,0.0,0.0,0.27,8.163,590.997
6.0,0.34,0.95,1.1,0.17,1.01,0.0,0.0,0.0,0.0,0.22,3.216,618.39
6.0,0.33,0.85,1.17,0.22,0.96,0.0,0.0,0.0,0.0,0.11,4.079,607.825
7.0,0.29,1.02,1.09,0.12,0.9,0.0,0.0,0.0,0.0,0.26,4.376,569.173
7.0,0.34,1.08,0.96,0.21,0.94,0.0,0.0,0.0,0.0,0.29,12.0,605.94
6.0,0.31,0.91,0.97,0.16,0.87,0.0,0.0,0.0,0.0,0.29,35.757,489.743
6.0,0.3,1.07,1.12,0.27,0.81,0.0,0.0,0.0,0.0,0.3,5.816,576.577
7.0,0.29,1.09,1.15,0.17,0.96,0.0,0.0,0.0,0.0,0.13,5.157,570.842
7.0,0.28,0.86,0.98,0.15,0.95,0.0,0.0,0.0,0.0,0.29,3.524,558.573
6.0,0.31,0.87,1.1,0.17,0.92,0.0,0.0,0.0,0.0,0.14,10.819,576.466
7.0,0.29,1.05,1.05,0.23,1.03,0.0,0.0,0.0,0.0,0.21,4.71,570.134
6.0,0.29,1.03,0.96,0.13,0.97,0.0,0.0,0.0,0.0,0.18,11.253,556.42
6.0,0.34,0.81,0.94,0.19,0.89,0.0,0.0,0.0,0.0,0.19,5.858,606.017
6.0,0.3,0.93,1.02,0.15,1.04,0.0,0.0,0.0,0.0,0.1,3.2,580.488
5.0,0.29,0.84,0.97,0.2,0.85,0.0,0.0,0.0,0.0,0.27,8.385,556.27
7.0,0.29,0.82,1.15,0.15,1.09,0.0,0.0,0.0,0.0,0.27,31.646,479.114
7.0,0.28,0.9,1.01,0.22,1.04,0.0,0.0,0.0,0.0,0.2,3.6,561.619
7.0,0.29,0.85,1.19,0.13,0.99,0.0,0.0,0.0,0.0,0.22,4.769,570.946
5.0,0.33,1.07,0.92,0.22,0.84,0.0,0.0,0.0,0.0,0.16,6.297,597.686
6.0,0.34,1.08,0.98,0.29,0.99,0.0,0.0,0.0,0.0,0.13,1034.483,213.918
6.0,0.28,0.92,0.91,0.11,1.01,0.0,0.0,0.0,0.0,0.22,7.319,550.323
7.0,0.31,1.07,1.19,0.16,1.04,0.0,0.0,0.0,0.0,0.2,4.182,593.083
6.0,0.33,1.09,1.11,0.23,1.09,0.0,0.0,0.0,0.0,0.26,3.092,612.874
7.0,0.32,0.98,0.91,0.23,0.9,0.0,0.0,0.0,0.0,0.18,8.434,586.91
7.0,0.32,0.83,1.16,0.11,0.84,0.0,0.0,0.0,0.0,0.25,3.114,598.181
6.0,0.31,0.88,1.12,0.3,0.99,0.0,0.0,0.0,0.0,0.17,4.96,587.898
7.0,0.3,0.95,1.12,0.24,0.89,0.0,0.0,0.0,0.0,0.22,3.391,581.194
7.0,0.32,0.94,1.06,0.2,0.86,0.0,0.0,0.0,0.0,0.18,3.019,598.014
6.0,0.3,1.09,1.06,0.17,0.99,0.0,0.0,0.0,0.0,0.26,14.57,568.343
5.0,0.32,0.99,1.02,0.23,0.91,0.0,0.0,0.0,0.0,0.22,3.545,597.065
5.0,0.3,0.8,1.2,0.18,1.0,0.0,0.0,0.0,0.0,0.21,3.865,582.373
6.0,0.32,0.83,1.0,0.18,0.81,0.0,0.0,0.0,0.0,0.11,47.17,381.376
5.0,0.34,0.88,1.0,0.25,0.97,0.0,0.0,0.0,0.0,0.14,8.601,606.049
5.0,0.34,1.06,1.01,0.16,0.87,0.0,0.0,0.0,0.0,0.18,4.293,612.266
6.0,0.29,0.81,1.03,0.3,0.89,0.0,0.0,0.0,0.0,0.14,3.723,568.001
7.0,0.31,0.99,0.95,0.19,0.85,0.0,0.0,0.0,0.0,0.1,4.231,583.465
7.0,0.3,0.83,1.07,0.28,1.02,0.0,0.0,0.0,0.0,0.17,3.842,579.792
5.0,0.31,0.94,0.99,0.19,0.8,0.0,0.0,0.0,0.0,0.13,5.214,581.301
7.0,0.33,0.91,1.16,0.21,0.94,0.0,0.0,0.0,0.0,0.16,3.885,608.258
7.0,0.34,0.9,0.95,0.18,1.06,0.0,0.0,0.0,0.0,0.12,7.985,606.473
7.0,0.3,0.94,1.15,0.29,0.97,0.0,0.0,0.0,0.0,0.11,7.294,577.273
6.0,0.34,0.94,0.95,0.13,1.04,0.0,0.0,0.0,0.0,0.2,3.264,614.29
7.0,0.29,1.03,0.94,0.16,0.85,0.0,0.0,0.0,0.0,0.19,4.762,563.963
6.0,0.29,0.92,0.96,0.23,0.91,0.0,0.0,0.0,0.0,0.21,8.283,558.793
6.0,0.32,1.01,1.11,0.14,0.92,0.0,0.0,0.0,0.0,0.19,4.922,596.168
7.0,0.34,0.91,0.97,0.24,1.03,0.0,0.0,0.0,0.0,0.21,7.802,607.327
7.0,0.32,1.03,0.94,0.2,1.07,0.0,0.0,0.0,0.0,0.17,4.208,596.108
7.0,0.31,0.97,1.06,0.11,0.84,0.0,0.0,0.0,0.0,0.24,4.675,584.499
7.0,0.31,0.86,0.99,0.18,0.99,0.0,0.0,0.0,0.0,0.3,34.722,492.23
7.0,0.33,0.8,1.18,0.21,0.87,0.0,0.0,0.0,0.0,0.14,4.259,605.647
7.0,0.32,0.82,1.16,0.24,0.99,0.0,0.0,0.0,0.0,0.23,6.106,595.387
6.0,0.3,1.04,1.16,0.22,0.91,0.0,0.0,0.0,0.0,0.22,6.659,577.289
5.0,0.32,0.88,0.96,0.12,0.86,0.0,0.0,0.0,0.0,0.22,6.555,587.602
7.0,0.32,0.89,1.14,0.24,0.87,0.0,0.0,0.0,0.0,0.28,8.549,590.522
5.0,0.31,0.86,0.95,0.26,1.09,0.0,0.0,0.0,0.0,0.16,3.006,589.523
6.0,0.31,1.03,1.02,0.26,1.07,0.0,0.0,0.0,0.0,0.18,14.012,579.684
7.0,0.32,1.07,1.15,0.23,0.84,0.0,0.0,0.0,0.0,0.16,508.475,200.577
6.0,0.34,1.02,1.03,0.22,0.93,0.0,0.0,0.0,0.0,0.13,3.893,614.68
7.0,0.28,0.85,1.01,0.12,0.81,0.0,0.0,0.0,0.0,0.2,6.403,545.047
5.0,0.31,1.06,0.98,0.23,1.05,0.0,0.0,0.0,0.0,0.18,3.241,590.363
5.0,0.33,0.8,1.09,0.21,1.0,0.0,0.0,0.0,0.0,0.16,4.782,604.25
7.0,0.32,1.09,1.07,0.29,1.09,0.0,0.0,0.0,0.0,0.28,11.628,591.477
6.0,0.3,0.85,0.93,0.23,0.93,0.0,0.0,0.0,0.0,0.14,3.213,576.621
7.0,0.29,0.9,1.09,0.2,0.82,0.0,0.0,0.0,0.0,0.28,8.987,554.67
5.0,0.32,1.04,1.0,0.16,1.05,0.0,0.0,0.0,0.0,0.24,40.0,569.535
7.0,0.34,0.97,1.18,0.21,1.03,0.0,0.0,0.0,0.0,0.26,3.364,620.353
7.0,0.32,1.08,1.18,0.14,0.81,0.0,0.0,0.0,0.0,0.12,3.69,599.07
5.0,0.29,1.06,1.03,0.26,1.06,0.0,0.0,0.0,0.0,0.25,3.54,573.013
6.0,0.32,0.84,1.0,0.21,0.9,0.0,0.0,0.0,0.0,0.25,26.339,543.213
7.0,0.33,1.01,1.12,0.11,0.92,0.0,0.0,0.0,0.0,0.17,3.987,606.929
7.0,0.34,1.0,0.96,0.28,1.09,0.0,0.0,0.0,0.0,0.25,7.031,610.254
5.0,0.28,0.98,0.92,0.23,1.03,0.0,0.0,0.0,0.0,0.22,13.363,545.948
6.0,0.31,0.98,1.07,0.28,0.8,0.0,0.0,0.0,0.0,0.28,3.644,587.854
5.0,0.3,1.01,0.96,0.19,0.9,0.0,0.0,0.0,0.0,0.17,6.238,571.782
7.0,0.29,0.84,1.11,0.21,0.86,0.0,0.0,0.0,0.0,0.18,12.959,534.84
5.0,0.3,0.82,0.95,0.26,0.88,0.0,0.0,0.0,0.0,0.17,4.745,572.73
7.0,0.34,0.86,1.17,0.29,0.88,0.0,0.0,0.0,0.0,0.11,14.252,598.512
5.0,0.34,0.85,1.17,0.15,1.08,0.0,0.0,0.0,0.0,0.28,6.191,614.202
5.0,0.3,1.1,0.92,0.24,1.01,0.0,0.0,0.0,0.0,0.15,10.858,568.813
6.0,0.33,0.88,1.19,0.18,1.08,0.0,0.0,0.0,0.0,0.15,5.969,606.83
6.0,0.3,1.04,0.91,0.1,0.82,0.0,0.0,0.0,0.0,0.16,3.42,574.232
7.0,0.32,1.07,1.18,0.24,1.08,0.0,0.0,0.0,0.0,0.25,12.637,595.054
7.0,0.33,0.88,0.9,0.28,0.93,0.0,0.0,0.0,0.0,0.25,3.333,602.743
5.0,0.28,1.1,0.92,0.16,1.09,0.0,0.0,0.0,0.0,0.26,4.497,559.125
