GrainSize,C,Mn,Si,Ni,Cr,Mo,W,As,V,Cu,t85,HV_total
7.0,0.31,0.83,0.91,0.15,0.83,0.0,0.0,0.0,0.0,0.2,3.301,582.253
7.0,0.31,0.84,0.96,0.27,0.91,0.0,0.0,0.0,0.0,0.22,4.401,583.325
7.0,0.31,1.05,1.04,0.24,0.91,0.0,0.0,0.0,0.0,0.22,5.237,585.367
6.0,0.28,0.91,0.93,0.26,0.85,0.0,0.0,0.0,0.0,0.27,3.4,557.383
7.0,0.3,0.84,0.98,0.12,1.07,0.0,0.0,0.0,0.0,0.19,3.952,577.331
5.0,0.29,0.96,0.99,0.23,0.92,0.0,0.0,0.0,0.0,0.28,3.612,568.765
5.0,0.3,0.9,1.0,0.16,0.83,0.0,0.0,0.0,0.0,0.12,4.565,573.71
5.0,0.29,0.98,1.04,0.25,0.87,0.0,0.0,0.0,0.0,0.19,14.577,553.772
5.0,0.3,1.05,1.02,0.23,1.0,0.0,0.0,0.0,0.0,0.23,15.666,567.431
7.0,0.33,0.94,1.09,0.26,0.98,0.0,0.0,0.0,0.0,0.12,30.488,568.678
5.0,0.31,1.09,1.15,0.16,0.81,0.0,0.0,0.0,0.0,0.18,6.195,585.009
6.0,0.3,1.08,0.9,0.19,0.95,0.0,0.0,0.0,0.0,0.23,3.624,576.661
5.0,0.3,1.09,0.95,0.29,1.07,0.0,0.0,0.0,0.0,0.27,9.603,571.977
7.0,0.31,0.82,1.13,0.17,1.06,0.0,0.0,0.0,0.0,0.22,5.172,587.802
5.0,0.31,1.1,0.93,0.19,1.01,0.0,0.0,0.0,0.0,0.12,4.809,584.928
7.0,0.3,0.9,1.0,0.12,0.99,0.0,0.0,0.0,0.0,0.2,3.141,579.337
6.0,0.33,1.05,1.18,0.29,0.94,0.0,0.0,0.0,0.0,0.24,14.955,600.504
6.0,0.33,0.82,0.97,0.2,0.9,0.0,0.0,0.0,0.0,0.28,6.986,598.395
6.0,0.29,0.96,1.01,0.19,0.98,0.0,0.0,0.0,0.0,0.27,3.327,570.687
5.0,0.29,1.01,0.93,0.19,0.88,0.0,0.0,0.0,0.0,0.11,8.219,558.901
7.0,0.33,0.9,0.92,0.27,1.03,0.0,0.0,0.0,0.0,0.28,3.066,605.764
7.0,0.28,0.81,1.04,0.1,1.04,0.0,0.0,0.0,0.0,0.11,4.893,556.826
5.0,0.31,0.91,0.95,0.27,0.87,0.0,0.0,0.0,0.0,0.28,5.489,581.181
6.0,0.29,0.82,0.91,0.2,1.03,0.0,0.0,0.0,0.0,0.22,5.872,562.516
5.0,0.3,0.91,1.16,0.27,1.05,0.0,0.0,0.0,0.0,0.2,4.401,582.252
7.0,0.33,0.88,0.94,0.21,1.03,0.0,0.0,0.0,0.0,0.23,4.063,603.055
5.0,0.28,1.04,1.15,0.22,0.8,0.0,0.0,0.0,0.0,0.13,111.94,357.89
5.0,0.29,0.92,1.06,0.12,0.8,0.0,0.0,0.0,0.0,0.29,14.933,540.471
7.0,0.33,1.06,1.0,0.25,1.08,0.0,0.0,0.0,0.0,0.16,94.044,494.868
7.0,0.29,1.07,0.92,0.17,0.9,0.0,0.0,0.0,0.0,0.18,5.914,563.191
6.0,0.33,0.83,1.16,0.22,0.84,0.0,0.0,0.0,0.0,0.14,38.86,493.462
6.0,0.29,1.08,0.97,0.13,0.88,0.0,0.0,0.0,0.0,0.16,27.548,527.125
7.0,0.33,1.06,0.92,0.16,1.07,0.0,0.0,0.0,0.0,0.22,7.299,599.418
6.0,0.34,0.93,0.93,0.18,0.95,0.0,0.0,0.0,0.0,0.26,4.396,610.535
7.0,0.32,0.8,1.17,0.24,1.03,0.0,0.0,0.0,0.0,0.18,3.013,602.475
6.0,0.29,0.93,0.95,0.2,1.02,0.0,0.0,0.0,0.0,0.13,7.395,562.591
5.0,0.3,1.01,1.13,0.25,0.95,0.0,0.0,0.0,0.0,0.29,42.373,533.405
6.0,0.32,0.93,1.15,0.28,1.02,0.0,0.0,0.0,0.0,0.16,11.211,593.057
7.0,0.29,1.06,0.94,0.23,0.93,0.0,0.0,0.0,0.0,0.11,4.167,567.376
5.0,0.29,0.87,1.17,0.19,1.07,0.0,0.0,0.0,0.0,0.17,49.587,493.254
7.0,0.34,0.83,1.18,0.17,0.89,0.0,0.0,0.0,0.0,0.25,6.277,613.604
5.0,0.3,1.03,0.91,0.18,1.03,0.0,0.0,0.0,0.0,0.24,4.349,575.921
7.0,0.3,0.92,1.08,0.11,1.07,0.0,0.0,0.0,0.0,0.2,30.706,521.027
7.0,0.33,1.01,0.94,0.15,0.99,0.0,0.0,0.0,0.0,0.29,12.69,593.46
6.0,0.29,0.95,0.93,0.22,1.03,0.0,0.0,0.0,0.0,0.3,5.026,565.714
5.0,0.3,0.82,0.95,0.3,0.95,0.0,0.0,0.0,0.0,0.2,15.56,559.097
6.0,0.28,0.92,1.08,0.25,0.97,0.0,0.0,0.0,0.0,0.27,5.657,558.753
7.0,0.29,0.87,1.02,0.22,1.01,0.0,0.0,0.0,0.0,0.17,5.227,566.955
6.0,0.34,0.96,1.16,0.11,0.82,0.0,0.0,0.0,0.0,0.29,10.274,607.488
5.0,0.31,0.84,1.04,0.12,0.8,0.0,0.0,0.0,0.0,0.24,4.16,583.04
5.0,0.33,1.08,0.97,0.22,0.92,0.0,0.0,0.0,0.0,0.17,5.372,601.847
7.0,0.33,0.91,1.1,0.22,1.04,0.0,0.0,0.0,0.0,0.24,3.353,609.65
6.0,0.29,1.01,0.96,0.19,1.07,0.0,0.0,0.0,0.0,0.3,6.542,565.183
5.0,0.33,0.99,1.18,0.26,0.96,0.0,0.0,0.0,0.0,0.21,3.676,610.266
6.0,0.28,0.92,1.11,0.25,0.86,0.0,0.0,0.0,0.0,0.29,3.305,562.111
5.0,0.31,0.94,0.97,0.19,0.88,0.0,0.0,0.0,0.0,0.2,7.528,578.703
5.0,0.3,1.02,1.08,0.2,0.94,0.0,0.0,0.0,0.0,0.13,4.278,579.256
5.0,0.3,1.04,1.07,0.18,0.86,0.0,0.0,0.0,0.0,0.11,483.871,195.956
6.0,0.33,1.0,1.03,0.14,0.82,0.0,0.0,0.0,0.0,0.23,10.604,595.347
6.0,0.32,1.1,1.0,0.27,0.99,0.0,0.0,0.0,0.0,0.19,4.016,597.591
6.0,0.33,0.85,1.1,0.22,0.98,0.0,0.0,0.0,0.0,0.17,16.331,592.526
6.0,0.3,0.98,1.16,0.2,1.0,0.0,0.0,0.0,0.0,0.23,3.055,584.976
6.0,0.3,1.09,1.08,0.27,0.86,0.0,0.0,0.0,0.0,0.28,118.11,383.367
6.0,0.32,0.82,1.1,0.29,0.83,0.0,0.0,0.0,0.0,0.16,3.944,595.593
6.0,0.3,1.09,1.2,0.21,0.87,0.0,0.0,0.0,0.0,0.28,13.882,570.01
6.0,0.33,1.08,1.09,0.25,0.81,0.0,0.0,0.0,0.0,0.24,3.049,608.07
6.0,0.33,0.93,0.96,0.25,0.93,0.0,0.0,0.0,0.0,0.14,3.749,603.595
7.0,0.3,0.97,1.18,0.13,0.97,0.0,0.0,0.0,0.0,0.12,133.929,300.072
7.0,0.32,0.95,1.11,0.25,1.06,0.0,0.0,0.0,0.0,0.23,11.816,591.425
6.0,0.34,1.07,0.96,0.14,1.04,0.0,0.0,0.0,0.0,0.14,4.118,613.952
5.0,0.3,1.06,1.18,0.28,0.81,0.0,0.0,0.0,0.0,0.17,3.49,582.793
6.0,0.32,1.03,1.05,0.15,0.96,0.0,0.0,0.0,0.0,0.21,16.62,583.579
7.0,0.32,0.81,1.2,0.2,0.85,0.0,0.0,0.0,0.0,0.16,3.086,599.992
6.0,0.3,0.83,0.97,0.17,0.89,0.0,0.0,0.0,0.0,0.2,22.814,516.807
6.0,0.28,1.06,0.9,0.21,0.86,0.0,0.0,0.0,0.0,0.18,7.366,550.112
7.0,0.32,0.82,1.01,0.29,0.93,0.0,0.0,0.0,0.0,0.27,12.632,580.443
7.0,0.32,1.02,1.09,0.13,1.05,0.0,0.0,0.0,0.0,0.21,6.27,594.936
5.0,0.31,0.91,1.16,0.25,0.87,0.0,0.0,0.0,0.0,0.11,3.299,591.286
5.0,0.33,0.98,1.2,0.14,0.91,0.0,0.0,0.0,0.0,0.24,14.563,598.417
7.0,0.28,1.03,1.0,0.19,0.92,0.0,0.0,0.0,0.0,0.12,9.963,547.12
7.0,0.29,1.03,1.09,0.25,0.9,0.0,0.0,0.0,0.0,0.19,6.104,567.544
6.0,0.32,0.83,1.09,0.11,0.9,0.0,0.0,0.0,0.0,0.28,8.982,587.261
7.0,0.34,0.97,0.97,0.25,1.02,0.0,0.0,0.0,0.0,0.22,3.475,615.221
7.0,0.31,0.96,0.9,0.16,1.09,0.0,0.0,0.0,0.0,0.21,6.749,581.137
6.0,0.31,1.01,1.17,0.24,0.93,0.0,0.0,0.0,0.0,0.22,6.887,586.254
5.0,0.28,1.07,1.0,0.26,0.86,0.0,0.0,0.0,0.0,0.2,31.949,517.515
6.0,0.28,0.85,1.13,0.13,1.1,0.0,0.0,0.0,0.0,0.24,5.271,561.075
5.0,0.33,1.08,1.15,0.26,0.83,0.0,0.0,0.0,0.0,0.13,9.839,599.475
5.0,0.28,1.05,1.05,0.27,1.07,0.0,0.0,0.0,0.0,0.27,31.414,536.781
5.0,0.32,1.04,0.91,0.12,0.82,0.0,0.0,0.0,0.0,0.22,72.115,449.803
6.0,0.33,0.92,0.9,0.23,0.96,0.0,0.0,0.0,0.0,0.18,3.98,601.653
7.0,0.31,1.06,1.02,0.28,1.0,0.0,0.0,0.0,0.0,0.28,5.208,586.74
7.0,0.32,0.84,1.2,0.21,0.97,0.0,0.0,0.0,0.0,0.22,3.117,602.22
5.0,0.29,0.96,0.93,0.14,0.84,0.0,0.0,0.0,0.0,0.22,24.49,520.559
7.0,0.33,0.95,1.05,0.3,1.08,0.0,0.0,0.0,0.0,0.11,9.631,599.857
7.0,0.3,0.97,1.01,0.26,0.9,0.0,0.0,0.0,0.0,0.17,27.076,523.009
7.0,0.28,0.96,1.19,0.24,0.87,0.0,0.0,0.0,0.0,0.16,6.247,558.103
5.0,0.33,0.96,1.11,0.28,0.96,0.0,0.0,0.0,0.0,0.25,3.701,608.777
5.0,0.31,0.94,1.09,0.12,0.97,0.0,0.0,0.0,0.0,0.13,24.773,559.942
5.0,0.3,1.05,1.15,0.28,0.92,0.0,0.0,0.0,0.0,0.18,4.222,581.901
5.0,0.3,0.81,0.95,0.18,0.98,0.0,0.0,0.0,0.0,0.26,3.551,576.211
7.0,0.29,1.01,1.12,0.15,0.98,0.0,0.0,0.0,0.0,0.12,17.483,548.318
7.0,0.33,0.84,1.08,0.19,0.96,0.0,0.0,0.0,0.0,0.25,21.692,568.451
7.0,0.33,0.81,1.19,0.19,1.08,0.0,0.0,0.0,0.0,0.14,9.366,603.717
6.0,0.33,0.92,1.09,0.17,1.06,0.0,0.0,0.0,0.0,0.28,15.865,596.096
7.0,0.29,1.02,1.12,0.17,0.96,0.0,0.0,0.0,0.0,0.28,11.862,558.711
7.0,0.28,1.03,1.13,0.15,0.86,0.0,0.0,0.0,0.0,0.24,3.979,561.371
7.0,0.34,1.04,1.14,0.27,0.9,0.0,0.0,0.0,0.0,0.16,7.54,611.167
6.0,0.29,1.03,1.13,0.11,0.88,0.0,0.0,0.0,0.0,0.17,5.952,567.574
7.0,0.3,0.99,1.03,0.21,0.85,0.0,0.0,0.0,0.0,0.16,8.741,568.405
5.0,0.33,0.87,0.92,0.11,0.88,0.0,0.0,0.0,0.0,0.22,15.723,585.454
6.0,0.29,1.08,0.95,0.24,0.98,0.0,0.0,0.0,0.0,0.22,3.944,569.241
6.0,0.33,0.92,0.94,0.17,0.82,0.0,0.0,0.0,0.0,0.12,13.004,587.819
5.0,0.32,0.82,0.92,0.24,1.07,0.0,0.0,0.0,0.0,0.26,5.145,591.771
6.0,0.33,0.96,1.14,0.27,0.97,0.0,0.0,0.0,0.0,0.14,40.268,565.598
5.0,0.33,1.05,1.04,0.19,0.93,0.0,0.0,0.0,0.0,0.3,5.081,603.82
6.0,0.32,1.09,1.07,0.26,0.86,0.0,0.0,0.0,0.0,0.12,5.68,594.073
6.0,0.32,0.9,0.92,0.24,1.07,0.0,0.0,0.0,0.0,0.23,6.408,590.656
5.0,0.29,0.89,1.01,0.19,1.03,0.0,0.0,0.0,0.0,0.25,65.217,432.114
6.0,0.3,1.0,0.94,0.11,0.99,0.0,0.0,0.0,0.0,0.11,3.332,577.623
5.0,0.29,1.0,1.05,0.17,0.81,0.0,0.0,0.0,0.0,0.16,6.967,562.247
7.0,0.31,0.95,1.03,0.17,0.93,0.0,0.0,0.0,0.0,0.2,5.13,584.542
5.0,0.33,0.9,0.99,0.2,1.07,0.0,0.0,0.0,0.0,0.17,8.711,598.263
5.0,0.34,1.04,1.07,0.12,1.07,0.0,0.0,0.0,0.0,0.11,4.225,616.657
7.0,0.31,1.07,1.06,0.13,1.04,0.0,0.0,0.0,0.0,0.26,8.394,583.039
7.0,0.3,0.88,1.07,0.29,1.08,0.0,0.0,0.0,0.0,0.28,5.202,578.625
6.0,0.31,0.82,1.11,0.22,0.94,0.0,0.0,0.0,0.0,0.2,18.282,557.406
7.0,0.33,1.06,0.93,0.27,0.83,0.0,0.0,0.0,0.0,0.16,8.899,596.453
5.0,0.3,0.86,0.97,0.25,0.98,0.0,0.0,0.0,0.0,0.29,291.262,215.461
5.0,0.3,0.85,1.04,0.19,1.09,0.0,0.0,0.0,0.0,0.14,5.015,577.186
7.0,0.29,1.02,1.0,0.11,0.94,0.0,0.0,0.0,0.0,0.19,18.939,538.496
7.0,0.33,1.06,0.99,0.11,1.09,0.0,0.0,0.0,0.0,0.16,9.888,598.466
7.0,0.33,1.09,1.05,0.18,1.06,0.0,0.0,0.0,0.0,0.28,30.211,585.904
6.0,0.33,0.89,1.13,0.16,1.09,0.0,0.0,0.0,0.0,0.29,65.359,511.898
5.0,0.34,1.08,0.96,0.13,0.92,0.0,0.0,0.0,0.0,0.27,7.215,607.004
7.0,0.29,0.91,1.19,0.3,1.09,0.0,0.0,0.0,0.0,0.24,74.813,410.931
7.0,0.29,1.02,1.15,0.18,0.9,0.0,0.0,0.0,0.0,0.2,19.33,540.829
6.0,0.29,0.99,1.07,0.18,0.9,0.0,0.0,0.0,0.0,0.28,112.782,346.371
7.0,0.3,1.0,1.16,0.25,1.09,0.0,0.0,0.0,0.0,0.29,35.006,542.558
6.0,0.34,0.87,0.91,0.2,1.07,0.0,0.0,0.0,0.0,0.27,9.563,603.76
6.0,0.31,1.01,1.05,0.21,1.06,0.0,0.0,0.0,0.0,0.2,21.692,572.282
7.0,0.32,0.85,1.2,0.17,0.95,0.0,0.0,0.0,0.0,0.16,4.326,598.72
6.0,0.3,0.87,0.91,0.11,0.96,0.0,0.0,0.0,0.0,0.27,4.129,573.545
6.0,0.34,1.02,1.08,0.15,1.01,0.0,0.0,0.0,0.0,0.19,9.97,608.224
7.0,0.33,0.9,0.98,0.16,1.03,0.0,0.0,0.0,0.0,0.22,4.858,602.331
5.0,0.29,1.06,1.04,0.24,1.08,0.0,0.0,0.0,0.0,0.21,3.79,572.821
7.0,0.29,0.81,0.91,0.25,0.82,0.0,0.0,0.0,0.0,0.24,3.392,564.389
5.0,0.32,0.8,1.2,0.16,0.99,0.0,0.0,0.0,0.0,0.14,6.879,594.525
5.0,0.3,1.04,1.0,0.23,0.82,0.0,0.0,0.0,0.0,0.11,54.545,485.302
6.0,0.29,0.8,0.91,0.28,1.09,0.0,0.0,0.0,0.0,0.28,3.759,567.606
7.0,0.32,0.89,0.96,0.28,0.95,0.0,0.0,0.0,0.0,0.1,4.603,593.028
7.0,0.33,1.04,1.02,0.29,0.94,0.0,0.0,0.0,0.0,0.2,3.696,606.399
7.0,0.3,1.06,0.95,0.13,1.09,0.0,0.0,0.0,0.0,0.16,3.184,580.711
7.0,0.34,0.8,0.94,0.1,1.05,0.0,0.0,0.0,0.0,0.12,3.681,611.944
5.0,0.33,0.94,1.2,0.2,0.84,0.0,0.0,0.0,0.0,0.18,11.086,600.295
5.0,0.32,1.08,0.96,0.16,0.98,0.0,0.0,0.0,0.0,0.22,7.634,590.043
5.0,0.32,0.99,1.12,0.17,0.97,0.0,0.0,0.0,0.0,0.22,9.699,591.102
7.0,0.32,1.07,1.12,0.27,1.03,0.0,0.0,0.0,0.0,0.24,13.999,591.403
6.0,0.31,0.83,0.99,0.28,1.02,0.0,0.0,0.0,0.0,0.28,128.205,322.531
7.0,0.28,1.05,0.98,0.11,1.08,0.0,0.0,0.0,0.0,0.13,4.477,559.674
6.0,0.32,1.06,0.94,0.17,0.98,0.0,0.0,0.0,0.0,0.11,27.778,571.808
6.0,0.32,0.94,1.19,0.24,0.87,0.0,0.0,0.0,0.0,0.23,3.769,599.969
5.0,0.28,0.99,1.14,0.29,0.84,0.0,0.0,0.0,0.0,0.29,14.577,545.788
6.0,0.29,0.97,1.07,0.29,1.02,0.0,0.0,0.0,0.0,0.29,5.186,569.812
7.0,0.33,0.82,1.01,0.13,0.98,0.0,0.0,0.0,0.0,0.24,9.973,594.273
6.0,0.31,0.87,1.14,0.21,1.0,0.0,0.0,0.0,0.0,0.18,5.11,588.09
5.0,0.29,1.04,1.03,0.25,0.82,0.0,0.0,0.0,0.0,0.29,4.869,566.57
7.0,0.33,0.81,1.12,0.13,0.88,0.0,0.0,0.0,0.0,0.18,4.355,604.077
5.0,0.29,0.88,0.99,0.28,0.92,0.0,0.0,0.0,0.0,0.24,3.244,569.262
7.0,0.33,0.9,1.07,0.22,0.8,0.0,0.0,0.0,0.0,0.27,10.348,593.529
5.0,0.34,0.9,0.96,0.29,0.82,0.0,0.0,0.0,0.0,0.3,3.046,613.141
7.0,0.33,0.99,1.1,0.21,0.82,0.0,0.0,0.0,0.0,0.24,6.011,601.663
5.0,0.28,1.0,1.13,0.27,0.92,0.0,0.0,0.0,0.0,0.15,5.908,559.365
6.0,0.3,1.02,1.05,0.18,0.87,0.0,0.0,0.0,0.0,0.13,53.667,453.248
6.0,0.29,0.94,0.97,0.25,1.06,0.0,0.0,0.0,0.0,0.14,3.494,570.699
5.0,0.3,1.07,1.08,0.26,0.97,0.0,0.0,0.0,0.0,0.2,10.26,572.819
5.0,0.28,0.97,1.13,0.23,0.8,0.0,0.0,0.0,0.0,0.26,8.186,552.762
6.0,0.31,0.94,1.19,0.13,0.95,0.0,0.0,0.0,0.0,0.14,3.996,590.999
7.0,0.29,1.07,0.91,0.12,0.87,0.0,0.0,0.0,0.0,0.21,7.636,558.17
5.0,0.32,0.98,1.12,0.18,1.04,0.0,0.0,0.0,0.0,0.17,3.539,600.722
6.0,0.28,0.9,1.19,0.2,1.0,0.0,0.0,0.0,0.0,0.1,5.201,561.758
5.0,0.28,1.05,1.06,0.18,0.92,0.0,0.0,0.0,0.0,0.18,3.54,561.966
5.0,0.32,0.98,0.96,0.1,1.09,0.0,0.0,0.0,0.0,0.25,8.601,589.14
6.0,0.29,1.1,0.97,0.17,0.82,0.0,0.0,0.0,0.0,0.12,4.378,565.942
5.0,0.32,0.92,1.0,0.17,0.82,0.0,0.0,0.0,0.0,0.22,4.828,591.055
7.0,0.33,1.0,0.94,0.25,0.93,0.0,0.0,0.0,0.0,0.12,7.376,597.694
5.0,0.28,1.01,0.95,0.29,0.98,0.0,0.0,0.0,0.0,0.24,4.612,558.0
7.0,0.32,0.86,1.16,0.16,0.82,0.0,0.0,0.0,0.0,0.2,3.82,596.736
5.0,0.32,0.85,0.9,0.3,0.88,0.0,0.0,0.0,0.0,0.17,3.383,592.818
7.0,0.29,1.07,0.99,0.22,0.84,0.0,0.0,0.0,0.0,0.14,43.103,444.861
6.0,0.28,1.0,1.19,0.16,0.92,0.0,0.0,0.0,0.0,0.21,10.993,550.94
7.0,0.32,0.9,0.98,0.14,1.03,0.0,0.0,0.0,0.0,0.18,17.71,572.415
7.0,0.3,1.03,1.09,0.14,1.07,0.0,0.0,0.0,0.0,0.13,6.677,577.185
7.0,0.33,1.06,1.12,0.1,0.83,0.0,0.0,0.0,0.0,0.22,3.189,607.99
7.0,0.31,0.85,1.17,0.21,0.9,0.0,0.0,0.0,0.0,0.28,3.896,589.546
5.0,0.29,0.99,1.18,0.23,0.9,0.0,0.0,0.0,0.0,0.28,3.908,573.168
5.0,0.3,0.97,1.11,0.14,1.07,0.0,0.0,0.0,0.0,0.2,12.793,571.15
5.0,0.31,0.97,1.08,0.23,0.98,0.0,0.0,0.0,0.0,0.17,10.01,580.727
7.0,0.28,1.07,0.94,0.13,0.83,0.0,0.0,0.0,0.0,0.2,6.28,550.399
7.0,0.31,0.82,1.19,0.15,1.07,0.0,0.0,0.0,0.0,0.19,5.177,589.405
6.0,0.32,0.86,1.15,0.13,0.89,0.0,0.0,0.0,0.0,0.11,4.923,595.043
7.0,0.31,0.99,1.1,0.13,0.88,0.0,0.0,0.0,0.0,0.16,5.871,585.467
7.0,0.31,1.05,1.11,0.27,0.88,0.0,0.0,0.0,0.0,0.13,4.65,588.086
7.0,0.29,0.91,1.05,0.13,0.99,0.0,0.0,0.0,0.0,0.18,5.839,565.655
7.0,0.31,0.94,0.93,0.16,0.95,0.0,0.0,0.0,0.0,0.16,3.369,585.802
6.0,0.3,1.09,1.19,0.18,0.87,0.0,0.0,0.0,0.0,0.2,7.4,577.929
7.0,0.29,0.91,1.06,0.17,0.8,0.0,0.0,0.0,0.0,0.26,5.583,562.146
6.0,0.33,0.82,1.15,0.28,0.81,0.0,0.0,0.0,0.0,0.25,3.127,607.462
6.0,0.31,0.84,0.91,0.17,0.91,0.0,0.0,0.0,0.0,0.3,4.594,580.797
7.0,0.32,0.97,1.14,0.2,1.1,0.0,0.0,0.0,0.0,0.13,8.194,594.656
6.0,0.29,0.83,0.99,0.23,0.84,0.0,0.0,0.0,0.0,0.19,4.495,563.814
6.0,0.31,1.01,0.92,0.25,1.05,0.0,0.0,0.0,0.0,0.2,19.934,570.526
6.0,0.3,1.01,1.03,0.17,0.99,0.0,0.0,0.0,0.0,0.2,32.189,537.168
5.0,0.33,1.05,1.11,0.11,0.94,0.0,0.0,0.0,0.0,0.19,9.014,600.028
5.0,0.32,1.07,1.19,0.26,0.91,0.0,0.0,0.0,0.0,0.28,14.34,591.573
5.0,0.29,0.95,1.14,0.24,0.82,0.0,0.0,0.0,0.0,0.1,45.249,460.086
6.0,0.3,0.95,0.97,0.12,1.08,0.0,0.0,0.0,0.0,0.25,10.504,569.265
7.0,0.3,0.99,1.16,0.14,1.05,0.0,0.0,0.0,0.0,0.28,5.549,579.988
5.0,0.32,1.04,0.96,0.22,1.01,0.0,0.0,0.0,0.0,0.11,14.815,586.12
7.0,0.3,0.91,1.08,0.26,1.06,0.0,0.0,0.0,0.0,0.21,4.259,580.48
7.0,0.28,1.02,1.2,0.13,0.83,0.0,0.0,0.0,0.0,0.23,6.187,557.111
7.0,0.33,0.95,0.91,0.12,0.99,0.0,0.0,0.0,0.0,0.22,13.812,589.818
6.0,0.33,0.86,0.97,0.24,1.08,0.0,0.0,0.0,0.0,0.12,4.517,603.713
6.0,0.32,0.96,1.05,0.17,0.89,0.0,0.0,0.0,0.0,0.24,6.369,591.436
7.0,0.29,0.81,1.11,0.14,0.87,0.0,0.0,0.0,0.0,0.29,3.011,570.487
6.0,0.33,1.0,1.07,0.25,0.97,0.0,0.0,0.0,0.0,0.3,3.071,609.137
7.0,0.3,1.0,0.98,0.3,0.94,0.0,0.0,0.0,0.0,0.2,4.106,577.518
6.0,0.33,0.84,0.92,0.22,0.92,0.0,0.0,0.0,0.0,0.2,16.667,580.12
6.0,0.32,0.89,1.03,0.21,1.06,0.0,0.0,0.0,0.0,0.18,158.73,337.535
6.0,0.31,0.94,1.07,0.3,0.87,0.0,0.0,0.0,0.0,0.28,3.094,590.176
6.0,0.34,0.99,0.99,0.24,1.08,0.0,0.0,0.0,0.0,0.22,8.359,608.906
5.0,0.34,1.07,1.06,0.28,0.87,0.0,0.0,0.0,0.0,0.17,7.072,609.536
6.0,0.33,1.1,1.03,0.16,1.01,0.0,0.0,0.0,0.0,0.23,4.248,606.142
5.0,0.28,0.88,1.07,0.16,0.85,0.0,0.0,0.0,0.0,0.16,6.039,553.533
6.0,0.34,0.89,1.08,0.1,1.08,0.0,0.0,0.0,0.0,0.17,5.606,612.728
6.0,0.3,0.88,1.01,0.16,1.09,0.0,0.0,0.0,0.0,0.21,32.931,528.463
7.0,0.3,1.02,1.02,0.21,0.81,0.0,0.0,0.0,0.0,0.27,3.634,577.133
7.0,0.29,0.97,0.95,0.15,0.84,0.0,0.0,0.0,0.0,0.2,7.218,557.321
6.0,0.32,0.92,1.12,0.28,0.81,0.0,0.0,0.0,0.0,0.3,6.051,592.945
6.0,0.29,0.89,0.92,0.26,1.03,0.0,0.0,0.0,0.0,0.28,32.051,513.758
7.0,0.3,0.87,1.14,0.25,1.07,0.0,0.0,0.0,0.0,0.23,9.363,574.25
6.0,0.33,1.05,1.05,0.11,0.99,0.0,0.0,0.0,0.0,0.23,3.473,607.851
5.0,0.32,1.03,1.08,0.24,0.95,0.0,0.0,0.0,0.0,0.14,58.14,543.455
7.0,0.3,0.83,0.94,0.21,0.86,0.0,0.0,0.0,0.0,0.23,3.665,574.2
6.0,0.33,0.85,0.91,0.12,0.96,0.0,0.0,0.0,0.0,0.29,4.244,600.305
5.0,0.32,0.82,0.97,0.15,1.08,0.0,0.0,0.0,0.0,0.18,4.205,594.385
6.0,0.31,1.09,1.08,0.13,1.08,0.0,0.0,0.0,0.0,0.3,46.083,551.069
6.0,0.31,1.09,1.15,0.23,1.05,0.0,0.0,0.0,0.0,0.16,16.181,581.59
7.0,0.31,0.96,1.12,0.3,0.93,0.0,0.0,0.0,0.0,0.23,23.166,556.406
7.0,0.29,0.9,1.19,0.18,0.91,0.0,0.0,0.0,0.0,0.17,11.919,549.638
7.0,0.31,1.0,1.16,0.14,0.96,0.0,0.0,0.0,0.0,0.28,5.834,587.062
